schema,mongo_query,natural_language_query,additional_info
"{""collections"": [{""name"": ""traffic_monitoring_data"", ""document"": {""properties"": {""record_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic record""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the data""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Time when the record was generated""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Brand of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus"", ""bicycle""], ""description"": ""Type of vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's registration plate number""}}, ""description"": ""Details of the vehicle involved""}, ""traffic_conditions"": {""bsonType"": ""object"", ""properties"": {""congestion_level"": {""bsonType"": ""int"", ""description"": ""Level of traffic congestion on a scale from 1 to 5""}, ""weather_condition"": {""bsonType"": ""string"", ""description"": ""Current weather condition during the record""}, ""lighting"": {""bsonType"": ""string"", ""description"": ""Lighting condition (e.g. day, night, twilight)""}}, ""description"": ""Conditions affecting traffic""}, ""average_speed"": {""bsonType"": ""double"", ""description"": ""Average speed of vehicles in km/h""}, ""incident_reported"": {""bsonType"": ""bool"", ""description"": ""Indicates if an incident was reported during this period""}, ""incident_details"": {""bsonType"": ""object"", ""properties"": {""type"": {""bsonType"": ""string"", ""description"": ""Type of incident (if any)""}, ""severity"": {""bsonType"": ""string"", ""description"": ""Severity level of the incident""}}, ""description"": ""Details of any incident reported during this record""}}}}], ""version"": 1}","db.traffic_monitoring_data.find({""timestamp"": {""$gte"": ISODate(""2024-03-01T00:00:00Z""), ""$lt"": ISODate(""2024-04-01T00:00:00Z"")}}).sort({""average_speed"": -1}).limit(5)",Show the top 5 vehicles with the highest speeds captured in March 2024,"sorted by average_speed descending, limit 5"
"{""collections"": [{""name"": ""traffic_monitoring_data"", ""document"": {""properties"": {""record_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic record""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the data""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Time when the record was generated""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Brand of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus"", ""bicycle""], ""description"": ""Type of vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's registration plate number""}}, ""description"": ""Details of the vehicle involved""}, ""traffic_conditions"": {""bsonType"": ""object"", ""properties"": {""congestion_level"": {""bsonType"": ""int"", ""description"": ""Level of traffic congestion on a scale from 1 to 5""}, ""weather_condition"": {""bsonType"": ""string"", ""description"": ""Current weather condition during the record""}, ""lighting"": {""bsonType"": ""string"", ""description"": ""Lighting condition (e.g. day, night, twilight)""}}, ""description"": ""Conditions affecting traffic""}, ""average_speed"": {""bsonType"": ""double"", ""description"": ""Average speed of vehicles in km/h""}, ""incident_reported"": {""bsonType"": ""bool"", ""description"": ""Indicates if an incident was reported during this period""}, ""incident_details"": {""bsonType"": ""object"", ""properties"": {""type"": {""bsonType"": ""string"", ""description"": ""Type of incident (if any)""}, ""severity"": {""bsonType"": ""string"", ""description"": ""Severity level of the incident""}}, ""description"": ""Details of any incident reported during this record""}}}}], ""version"": 1}","db.traffic_monitoring_data.find({""vehicle.type"": ""motorcycle"", ""timestamp"": {""$gte"": ISODate(""2024-01-20T00:00:00Z""), ""$lt"": ISODate(""2024-01-21T00:00:00Z"")}})","Find records of motorcycles captured on January 20, 2024",timestamp between 2024-01-20T00:00:00Z and 2024-01-20T23:59:59Z
"{""collections"": [{""name"": ""traffic_monitoring_data"", ""document"": {""properties"": {""record_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic record""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the data""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Time when the record was generated""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Brand of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus"", ""bicycle""], ""description"": ""Type of vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's registration plate number""}}, ""description"": ""Details of the vehicle involved""}, ""traffic_conditions"": {""bsonType"": ""object"", ""properties"": {""congestion_level"": {""bsonType"": ""int"", ""description"": ""Level of traffic congestion on a scale from 1 to 5""}, ""weather_condition"": {""bsonType"": ""string"", ""description"": ""Current weather condition during the record""}, ""lighting"": {""bsonType"": ""string"", ""description"": ""Lighting condition (e.g. day, night, twilight)""}}, ""description"": ""Conditions affecting traffic""}, ""average_speed"": {""bsonType"": ""double"", ""description"": ""Average speed of vehicles in km/h""}, ""incident_reported"": {""bsonType"": ""bool"", ""description"": ""Indicates if an incident was reported during this period""}, ""incident_details"": {""bsonType"": ""object"", ""properties"": {""type"": {""bsonType"": ""string"", ""description"": ""Type of incident (if any)""}, ""severity"": {""bsonType"": ""string"", ""description"": ""Severity level of the incident""}}, ""description"": ""Details of any incident reported during this record""}}}}], ""version"": 1}","db.traffic_monitoring_data.find({""traffic_conditions.congestion_level"": 5, ""average_speed"": {""$lt"": 20}})",Find records where congestion level is equal to 5 and average speed is less than 20 km/h,na
"{""collections"": [{""name"": ""traffic_monitoring_data"", ""document"": {""properties"": {""record_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic record""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the data""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Time when the record was generated""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Brand of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus"", ""bicycle""], ""description"": ""Type of vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's registration plate number""}}, ""description"": ""Details of the vehicle involved""}, ""traffic_conditions"": {""bsonType"": ""object"", ""properties"": {""congestion_level"": {""bsonType"": ""int"", ""description"": ""Level of traffic congestion on a scale from 1 to 5""}, ""weather_condition"": {""bsonType"": ""string"", ""description"": ""Current weather condition during the record""}, ""lighting"": {""bsonType"": ""string"", ""description"": ""Lighting condition (e.g. day, night, twilight)""}}, ""description"": ""Conditions affecting traffic""}, ""average_speed"": {""bsonType"": ""double"", ""description"": ""Average speed of vehicles in km/h""}, ""incident_reported"": {""bsonType"": ""bool"", ""description"": ""Indicates if an incident was reported during this period""}, ""incident_details"": {""bsonType"": ""object"", ""properties"": {""type"": {""bsonType"": ""string"", ""description"": ""Type of incident (if any)""}, ""severity"": {""bsonType"": ""string"", ""description"": ""Severity level of the incident""}}, ""description"": ""Details of any incident reported during this record""}}}}], ""version"": 1}","db.traffic_monitoring_data.find({""traffic_conditions.lighting"": ""day"", ""vehicle"": {""$exists"": true, ""$ne"": null}})",List all records where the lighting condition is daylight and vehicles are present,na
"{""collections"": [{""name"": ""traffic_monitoring_data"", ""document"": {""properties"": {""record_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic record""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the data""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Time when the record was generated""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Brand of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus"", ""bicycle""], ""description"": ""Type of vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's registration plate number""}}, ""description"": ""Details of the vehicle involved""}, ""traffic_conditions"": {""bsonType"": ""object"", ""properties"": {""congestion_level"": {""bsonType"": ""int"", ""description"": ""Level of traffic congestion on a scale from 1 to 5""}, ""weather_condition"": {""bsonType"": ""string"", ""description"": ""Current weather condition during the record""}, ""lighting"": {""bsonType"": ""string"", ""description"": ""Lighting condition (e.g. day, night, twilight)""}}, ""description"": ""Conditions affecting traffic""}, ""average_speed"": {""bsonType"": ""double"", ""description"": ""Average speed of vehicles in km/h""}, ""incident_reported"": {""bsonType"": ""bool"", ""description"": ""Indicates if an incident was reported during this period""}, ""incident_details"": {""bsonType"": ""object"", ""properties"": {""type"": {""bsonType"": ""string"", ""description"": ""Type of incident (if any)""}, ""severity"": {""bsonType"": ""string"", ""description"": ""Severity level of the incident""}}, ""description"": ""Details of any incident reported during this record""}}}}], ""version"": 1}","db.traffic_monitoring_data.find({""timestamp"": {""$gte"": ISODate(""2024-03-01T00:00:00Z""), ""$lt"": ISODate(""2024-03-02T00:00:00Z"")}, ""traffic_conditions.lighting"": ""night""})","Get traffic conditions during the night on March 1, 2024",timestamp between 2024-03-01T00:00:00Z and 2024-03-01T23:59:59Z
"{""collections"": [{""name"": ""traffic_monitoring_data"", ""document"": {""properties"": {""record_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic record""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the data""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Time when the record was generated""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Brand of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus"", ""bicycle""], ""description"": ""Type of vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's registration plate number""}}, ""description"": ""Details of the vehicle involved""}, ""traffic_conditions"": {""bsonType"": ""object"", ""properties"": {""congestion_level"": {""bsonType"": ""int"", ""description"": ""Level of traffic congestion on a scale from 1 to 5""}, ""weather_condition"": {""bsonType"": ""string"", ""description"": ""Current weather condition during the record""}, ""lighting"": {""bsonType"": ""string"", ""description"": ""Lighting condition (e.g. day, night, twilight)""}}, ""description"": ""Conditions affecting traffic""}, ""average_speed"": {""bsonType"": ""double"", ""description"": ""Average speed of vehicles in km/h""}, ""incident_reported"": {""bsonType"": ""bool"", ""description"": ""Indicates if an incident was reported during this period""}, ""incident_details"": {""bsonType"": ""object"", ""properties"": {""type"": {""bsonType"": ""string"", ""description"": ""Type of incident (if any)""}, ""severity"": {""bsonType"": ""string"", ""description"": ""Severity level of the incident""}}, ""description"": ""Details of any incident reported during this record""}}}}], ""version"": 1}","db.traffic_monitoring_data.find({""incident_reported"": true, ""incident_details.severity"": ""high"", ""timestamp"": {""$gte"": ISODate(""2024-02-14T00:00:00Z""), ""$lt"": ISODate(""2024-02-15T00:00:00Z"")}})","Retrieve details of any incidents reported with severity level high on February 14, 2024",na
"{""collections"": [{""name"": ""traffic_monitoring_data"", ""document"": {""properties"": {""record_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic record""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the data""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Time when the record was generated""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Brand of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus"", ""bicycle""], ""description"": ""Type of vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's registration plate number""}}, ""description"": ""Details of the vehicle involved""}, ""traffic_conditions"": {""bsonType"": ""object"", ""properties"": {""congestion_level"": {""bsonType"": ""int"", ""description"": ""Level of traffic congestion on a scale from 1 to 5""}, ""weather_condition"": {""bsonType"": ""string"", ""description"": ""Current weather condition during the record""}, ""lighting"": {""bsonType"": ""string"", ""description"": ""Lighting condition (e.g. day, night, twilight)""}}, ""description"": ""Conditions affecting traffic""}, ""average_speed"": {""bsonType"": ""double"", ""description"": ""Average speed of vehicles in km/h""}, ""incident_reported"": {""bsonType"": ""bool"", ""description"": ""Indicates if an incident was reported during this period""}, ""incident_details"": {""bsonType"": ""object"", ""properties"": {""type"": {""bsonType"": ""string"", ""description"": ""Type of incident (if any)""}, ""severity"": {""bsonType"": ""string"", ""description"": ""Severity level of the incident""}}, ""description"": ""Details of any incident reported during this record""}}}}], ""version"": 1}","db.traffic_monitoring_data.find({""timestamp"": {""$gte"": ISODate(""2023-12-15T00:00:00Z""), ""$lt"": ISODate(""2023-12-16T00:00:00Z"")}, ""incident_reported"": true})","List incidents reported on December 15, 2023",timestamp between 2023-12-15T00:00:00Z and 2023-12-15T23:59:59Z
"{""collections"": [{""name"": ""traffic_monitoring_data"", ""document"": {""properties"": {""record_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic record""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the data""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Time when the record was generated""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Brand of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus"", ""bicycle""], ""description"": ""Type of vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's registration plate number""}}, ""description"": ""Details of the vehicle involved""}, ""traffic_conditions"": {""bsonType"": ""object"", ""properties"": {""congestion_level"": {""bsonType"": ""int"", ""description"": ""Level of traffic congestion on a scale from 1 to 5""}, ""weather_condition"": {""bsonType"": ""string"", ""description"": ""Current weather condition during the record""}, ""lighting"": {""bsonType"": ""string"", ""description"": ""Lighting condition (e.g. day, night, twilight)""}}, ""description"": ""Conditions affecting traffic""}, ""average_speed"": {""bsonType"": ""double"", ""description"": ""Average speed of vehicles in km/h""}, ""incident_reported"": {""bsonType"": ""bool"", ""description"": ""Indicates if an incident was reported during this period""}, ""incident_details"": {""bsonType"": ""object"", ""properties"": {""type"": {""bsonType"": ""string"", ""description"": ""Type of incident (if any)""}, ""severity"": {""bsonType"": ""string"", ""description"": ""Severity level of the incident""}}, ""description"": ""Details of any incident reported during this record""}}}}], ""version"": 1}","db.traffic_monitoring_data.find({""timestamp"": {""$gte"": ISODate(""2024-01-01T00:00:00Z""), ""$lt"": ISODate(""2024-02-01T00:00:00Z"")}, ""incident_reported"": true})",Find details on vehicle incidents in January 2024,timestamp between 2024-01-01T00:00:00Z and 2024-01-31T23:59:59Z
"{""collections"": [{""name"": ""traffic_monitoring_data"", ""document"": {""properties"": {""record_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic record""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the data""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Time when the record was generated""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Brand of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus"", ""bicycle""], ""description"": ""Type of vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's registration plate number""}}, ""description"": ""Details of the vehicle involved""}, ""traffic_conditions"": {""bsonType"": ""object"", ""properties"": {""congestion_level"": {""bsonType"": ""int"", ""description"": ""Level of traffic congestion on a scale from 1 to 5""}, ""weather_condition"": {""bsonType"": ""string"", ""description"": ""Current weather condition during the record""}, ""lighting"": {""bsonType"": ""string"", ""description"": ""Lighting condition (e.g. day, night, twilight)""}}, ""description"": ""Conditions affecting traffic""}, ""average_speed"": {""bsonType"": ""double"", ""description"": ""Average speed of vehicles in km/h""}, ""incident_reported"": {""bsonType"": ""bool"", ""description"": ""Indicates if an incident was reported during this period""}, ""incident_details"": {""bsonType"": ""object"", ""properties"": {""type"": {""bsonType"": ""string"", ""description"": ""Type of incident (if any)""}, ""severity"": {""bsonType"": ""string"", ""description"": ""Severity level of the incident""}}, ""description"": ""Details of any incident reported during this record""}}}}], ""version"": 1}","db.traffic_monitoring_data.find({""vehicle.license_plate"": {""$regex"": ""^ABC""}, ""timestamp"": {""$gte"": ISODate(""2024-03-15T12:00:00Z"")}})",Get the details of vehicles with license plate starting with 'ABC' captured in the last 2 hours,current time is '2024-03-15T14:00:00Z'; last 2 hours are '2024-03-15T12:00:00Z'
"{""collections"": [{""name"": ""traffic_monitoring_data"", ""document"": {""properties"": {""record_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic record""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the data""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Time when the record was generated""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Brand of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus"", ""bicycle""], ""description"": ""Type of vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's registration plate number""}}, ""description"": ""Details of the vehicle involved""}, ""traffic_conditions"": {""bsonType"": ""object"", ""properties"": {""congestion_level"": {""bsonType"": ""int"", ""description"": ""Level of traffic congestion on a scale from 1 to 5""}, ""weather_condition"": {""bsonType"": ""string"", ""description"": ""Current weather condition during the record""}, ""lighting"": {""bsonType"": ""string"", ""description"": ""Lighting condition (e.g. day, night, twilight)""}}, ""description"": ""Conditions affecting traffic""}, ""average_speed"": {""bsonType"": ""double"", ""description"": ""Average speed of vehicles in km/h""}, ""incident_reported"": {""bsonType"": ""bool"", ""description"": ""Indicates if an incident was reported during this period""}, ""incident_details"": {""bsonType"": ""object"", ""properties"": {""type"": {""bsonType"": ""string"", ""description"": ""Type of incident (if any)""}, ""severity"": {""bsonType"": ""string"", ""description"": ""Severity level of the incident""}}, ""description"": ""Details of any incident reported during this record""}}}}], ""version"": 1}","db.traffic_monitoring_data.find({""incident_details.type"": {""$regex"": ""accident"", ""$options"": ""i""}, ""timestamp"": {""$gte"": ISODate(""2024-03-08T14:00:00Z""), ""$lt"": ISODate(""2024-03-15T14:00:00Z"")}})",Show all traffic records with 'accident' in the incident type from the last week,current time is '2024-03-15T14:00:00Z'; last week is '2024-03-08T14:00:00Z'
"{""collections"": [{""name"": ""traffic_monitoring_data"", ""document"": {""properties"": {""record_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic record""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the data""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Time when the record was generated""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Brand of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus"", ""bicycle""], ""description"": ""Type of vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's registration plate number""}}, ""description"": ""Details of the vehicle involved""}, ""traffic_conditions"": {""bsonType"": ""object"", ""properties"": {""congestion_level"": {""bsonType"": ""int"", ""description"": ""Level of traffic congestion on a scale from 1 to 5""}, ""weather_condition"": {""bsonType"": ""string"", ""description"": ""Current weather condition during the record""}, ""lighting"": {""bsonType"": ""string"", ""description"": ""Lighting condition (e.g. day, night, twilight)""}}, ""description"": ""Conditions affecting traffic""}, ""average_speed"": {""bsonType"": ""double"", ""description"": ""Average speed of vehicles in km/h""}, ""incident_reported"": {""bsonType"": ""bool"", ""description"": ""Indicates if an incident was reported during this period""}, ""incident_details"": {""bsonType"": ""object"", ""properties"": {""type"": {""bsonType"": ""string"", ""description"": ""Type of incident (if any)""}, ""severity"": {""bsonType"": ""string"", ""description"": ""Severity level of the incident""}}, ""description"": ""Details of any incident reported during this record""}}}}], ""version"": 1}","db.traffic_monitoring_data.find({""traffic_conditions.congestion_level"": {""$gte"": 2, ""$lte"": 4}, ""timestamp"": {""$gte"": ISODate(""2024-02-01T00:00:00Z""), ""$lt"": ISODate(""2024-03-01T00:00:00Z"")}})",Find records showing congestion level between 2 and 4 captured during February 2024,timestamp between 2024-02-01T00:00:00Z and 2024-02-29T23:59:59Z
"{""collections"": [{""name"": ""incident_reports"", ""document"": {""properties"": {""report_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the incident report""}, ""location"": {""bsonType"": ""string"", ""description"": ""Location where the incident occurred""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Date and time of the incident""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident from 1 (low) to 5 (high)""}, ""incident_type"": {""bsonType"": ""string"", ""description"": ""Type of incident (e.g., accident, vandalism, theft)""}, ""involved_parties"": {""bsonType"": ""array"", ""description"": ""List of parties involved in the incident"", ""items"": {""bsonType"": ""object"", ""properties"": {""name"": {""bsonType"": ""string"", ""description"": ""Name of the person involved""}, ""role"": {""bsonType"": ""string"", ""description"": ""Role in the incident (e.g., witness, suspect, victim)""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""other""], ""description"": ""Gender of the person""}}}}, ""vehicle_details"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Vehicle make (e.g., Ford, Toyota)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Vehicle model (e.g., Explorer, Camry)""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}}}, ""incident_description"": {""bsonType"": ""string"", ""description"": ""Detailed description of the incident""}}}}], ""version"": 1}","db.incident_reports.find({""vehicle_details.color"": ""red""})",Find reports involving a red vehicle in the incident description,na
"{""collections"": [{""name"": ""incident_reports"", ""document"": {""properties"": {""report_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the incident report""}, ""location"": {""bsonType"": ""string"", ""description"": ""Location where the incident occurred""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Date and time of the incident""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident from 1 (low) to 5 (high)""}, ""incident_type"": {""bsonType"": ""string"", ""description"": ""Type of incident (e.g., accident, vandalism, theft)""}, ""involved_parties"": {""bsonType"": ""array"", ""description"": ""List of parties involved in the incident"", ""items"": {""bsonType"": ""object"", ""properties"": {""name"": {""bsonType"": ""string"", ""description"": ""Name of the person involved""}, ""role"": {""bsonType"": ""string"", ""description"": ""Role in the incident (e.g., witness, suspect, victim)""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""other""], ""description"": ""Gender of the person""}}}}, ""vehicle_details"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Vehicle make (e.g., Ford, Toyota)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Vehicle model (e.g., Explorer, Camry)""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}}}, ""incident_description"": {""bsonType"": ""string"", ""description"": ""Detailed description of the incident""}}}}], ""version"": 1}","db.incident_reports.find({""involved_parties.gender"": ""female""})",Find all incidents that involved a female victim,na
"{""collections"": [{""name"": ""incident_reports"", ""document"": {""properties"": {""report_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the incident report""}, ""location"": {""bsonType"": ""string"", ""description"": ""Location where the incident occurred""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Date and time of the incident""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident from 1 (low) to 5 (high)""}, ""incident_type"": {""bsonType"": ""string"", ""description"": ""Type of incident (e.g., accident, vandalism, theft)""}, ""involved_parties"": {""bsonType"": ""array"", ""description"": ""List of parties involved in the incident"", ""items"": {""bsonType"": ""object"", ""properties"": {""name"": {""bsonType"": ""string"", ""description"": ""Name of the person involved""}, ""role"": {""bsonType"": ""string"", ""description"": ""Role in the incident (e.g., witness, suspect, victim)""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""other""], ""description"": ""Gender of the person""}}}}, ""vehicle_details"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Vehicle make (e.g., Ford, Toyota)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Vehicle model (e.g., Explorer, Camry)""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}}}, ""incident_description"": {""bsonType"": ""string"", ""description"": ""Detailed description of the incident""}}}}], ""version"": 1}","db.incident_reports.find({""involved_parties"": {""$size"": {""$gte"": 2}}})",List reports with at least 2 involved parties,na
