schema,mongo_query,natural_language_query,additional_info
"{""collections"": [{""name"": ""security_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the incident""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident occurred""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that recorded the incident""}, ""location"": {""bsonType"": ""string"", ""description"": ""General location where the incident occurred""}, ""incident_type"": {""bsonType"": ""string"", ""enum"": [""burglary"", ""vandalism"", ""loitering"", ""theft""], ""description"": ""Type of the incident""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""reporting_officer"": {""bsonType"": ""string"", ""description"": ""Name of the officer who reported the incident""}, ""suspect_info"": {""bsonType"": ""object"", ""properties"": {""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the suspect""}, ""age"": {""bsonType"": ""int"", ""description"": ""Estimated age of the suspect""}, ""clothing_description"": {""bsonType"": ""string"", ""description"": ""Description of what the suspect was wearing""}, ""vehicle_info"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle involved in the incident""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}, ""description"": ""Details about the vehicle involved""}}, ""description"": ""Information about the suspect, if available""}, ""evidence"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""List of evidence related to the incident""}, ""description"": ""Evidence collected for this incident""}}}}], ""version"": 1}",db.security_incidents.find({ 'suspect_info.vehicle_info.make': 'motorcycle' }),Show incidents where the suspect's vehicle is a motorcycle,na
"{""collections"": [{""name"": ""security_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the incident""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident occurred""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that recorded the incident""}, ""location"": {""bsonType"": ""string"", ""description"": ""General location where the incident occurred""}, ""incident_type"": {""bsonType"": ""string"", ""enum"": [""burglary"", ""vandalism"", ""loitering"", ""theft""], ""description"": ""Type of the incident""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""reporting_officer"": {""bsonType"": ""string"", ""description"": ""Name of the officer who reported the incident""}, ""suspect_info"": {""bsonType"": ""object"", ""properties"": {""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the suspect""}, ""age"": {""bsonType"": ""int"", ""description"": ""Estimated age of the suspect""}, ""clothing_description"": {""bsonType"": ""string"", ""description"": ""Description of what the suspect was wearing""}, ""vehicle_info"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle involved in the incident""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}, ""description"": ""Details about the vehicle involved""}}, ""description"": ""Information about the suspect, if available""}, ""evidence"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""List of evidence related to the incident""}, ""description"": ""Evidence collected for this incident""}}}}], ""version"": 1}","db.security_incidents.find({timestamp: {$gte: ISODate('2024-03-09T00:00:00Z'), $lt: ISODate('2024-03-11T00:00:00Z')}}).sort({severity_level: -1}).limit(5)",Show top 5 incidents by severity level recorded last weekend,between 2024-03-09T00:00:00Z and 2024-03-10T23:59:59Z
"{""collections"": [{""name"": ""security_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the incident""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident occurred""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that recorded the incident""}, ""location"": {""bsonType"": ""string"", ""description"": ""General location where the incident occurred""}, ""incident_type"": {""bsonType"": ""string"", ""enum"": [""burglary"", ""vandalism"", ""loitering"", ""theft""], ""description"": ""Type of the incident""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""reporting_officer"": {""bsonType"": ""string"", ""description"": ""Name of the officer who reported the incident""}, ""suspect_info"": {""bsonType"": ""object"", ""properties"": {""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the suspect""}, ""age"": {""bsonType"": ""int"", ""description"": ""Estimated age of the suspect""}, ""clothing_description"": {""bsonType"": ""string"", ""description"": ""Description of what the suspect was wearing""}, ""vehicle_info"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle involved in the incident""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}, ""description"": ""Details about the vehicle involved""}}, ""description"": ""Information about the suspect, if available""}, ""evidence"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""List of evidence related to the incident""}, ""description"": ""Evidence collected for this incident""}}}}], ""version"": 1}","db.security_incidents.find({""suspect_info.vehicle_info.make"": ""Toyota"", ""timestamp"": {""$gte"": ISODate(""2024-03-01T00:00:00Z""), ""$lt"": ISODate(""2024-04-01T00:00:00Z"")}})",Show incidents involving vehicles made by Toyota reported this month,between 2024-03-01T00:00:00Z and 2024-03-31T23:59:59Z
"{""collections"": [{""name"": ""security_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the incident""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident occurred""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that recorded the incident""}, ""location"": {""bsonType"": ""string"", ""description"": ""General location where the incident occurred""}, ""incident_type"": {""bsonType"": ""string"", ""enum"": [""burglary"", ""vandalism"", ""loitering"", ""theft""], ""description"": ""Type of the incident""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""reporting_officer"": {""bsonType"": ""string"", ""description"": ""Name of the officer who reported the incident""}, ""suspect_info"": {""bsonType"": ""object"", ""properties"": {""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the suspect""}, ""age"": {""bsonType"": ""int"", ""description"": ""Estimated age of the suspect""}, ""clothing_description"": {""bsonType"": ""string"", ""description"": ""Description of what the suspect was wearing""}, ""vehicle_info"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle involved in the incident""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}, ""description"": ""Details about the vehicle involved""}}, ""description"": ""Information about the suspect, if available""}, ""evidence"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""List of evidence related to the incident""}, ""description"": ""Evidence collected for this incident""}}}}], ""version"": 1}","db.security_incidents.find({location: 'city center', 'suspect_info.age': { $gte: 18, $lte: 25 }})",Find all incidents that occurred in the city center area with suspects aged 18-25,na
"{""collections"": [{""name"": ""security_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the incident""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident occurred""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that recorded the incident""}, ""location"": {""bsonType"": ""string"", ""description"": ""General location where the incident occurred""}, ""incident_type"": {""bsonType"": ""string"", ""enum"": [""burglary"", ""vandalism"", ""loitering"", ""theft""], ""description"": ""Type of the incident""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""reporting_officer"": {""bsonType"": ""string"", ""description"": ""Name of the officer who reported the incident""}, ""suspect_info"": {""bsonType"": ""object"", ""properties"": {""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the suspect""}, ""age"": {""bsonType"": ""int"", ""description"": ""Estimated age of the suspect""}, ""clothing_description"": {""bsonType"": ""string"", ""description"": ""Description of what the suspect was wearing""}, ""vehicle_info"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle involved in the incident""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}, ""description"": ""Details about the vehicle involved""}}, ""description"": ""Information about the suspect, if available""}, ""evidence"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""List of evidence related to the incident""}, ""description"": ""Evidence collected for this incident""}}}}], ""version"": 1}","db.security_incidents.find({""suspect_info.vehicle_info.color"": ""black"", ""timestamp"": {""$gte"": ISODate(""2023-12-01T00:00:00Z""), ""$lt"": ISODate(""2024-02-01T00:00:00Z"")}})",Find incidents with vehicles painted in black reported between December and January,between 2023-12-01T00:00:00Z and 2024-01-31T23:59:59Z
"{""collections"": [{""name"": ""security_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the incident""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident occurred""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that recorded the incident""}, ""location"": {""bsonType"": ""string"", ""description"": ""General location where the incident occurred""}, ""incident_type"": {""bsonType"": ""string"", ""enum"": [""burglary"", ""vandalism"", ""loitering"", ""theft""], ""description"": ""Type of the incident""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""reporting_officer"": {""bsonType"": ""string"", ""description"": ""Name of the officer who reported the incident""}, ""suspect_info"": {""bsonType"": ""object"", ""properties"": {""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the suspect""}, ""age"": {""bsonType"": ""int"", ""description"": ""Estimated age of the suspect""}, ""clothing_description"": {""bsonType"": ""string"", ""description"": ""Description of what the suspect was wearing""}, ""vehicle_info"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle involved in the incident""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}, ""description"": ""Details about the vehicle involved""}}, ""description"": ""Information about the suspect, if available""}, ""evidence"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""List of evidence related to the incident""}, ""description"": ""Evidence collected for this incident""}}}}], ""version"": 1}","db.security_incidents.find({incident_type: 'burglary', timestamp: {$gte: ISODate('2024-02-01T00:00:00Z'), $lt: ISODate('2024-03-01T00:00:00Z')}})",Get incidents related to burglary with high confidence scores reported in February,between 2024-02-01T00:00:00Z and 2024-02-29T23:59:59Z
"{""collections"": [{""name"": ""security_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the incident""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident occurred""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that recorded the incident""}, ""location"": {""bsonType"": ""string"", ""description"": ""General location where the incident occurred""}, ""incident_type"": {""bsonType"": ""string"", ""enum"": [""burglary"", ""vandalism"", ""loitering"", ""theft""], ""description"": ""Type of the incident""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""reporting_officer"": {""bsonType"": ""string"", ""description"": ""Name of the officer who reported the incident""}, ""suspect_info"": {""bsonType"": ""object"", ""properties"": {""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the suspect""}, ""age"": {""bsonType"": ""int"", ""description"": ""Estimated age of the suspect""}, ""clothing_description"": {""bsonType"": ""string"", ""description"": ""Description of what the suspect was wearing""}, ""vehicle_info"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle involved in the incident""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}, ""description"": ""Details about the vehicle involved""}}, ""description"": ""Information about the suspect, if available""}, ""evidence"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""List of evidence related to the incident""}, ""description"": ""Evidence collected for this incident""}}}}], ""version"": 1}",db.security_incidents.find({ reporting_officer: { $ne: 'Jane' } }),Show details for incidents where the reporting officer is not officer Jane,na
"{""collections"": [{""name"": ""security_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the incident""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident occurred""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that recorded the incident""}, ""location"": {""bsonType"": ""string"", ""description"": ""General location where the incident occurred""}, ""incident_type"": {""bsonType"": ""string"", ""enum"": [""burglary"", ""vandalism"", ""loitering"", ""theft""], ""description"": ""Type of the incident""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""reporting_officer"": {""bsonType"": ""string"", ""description"": ""Name of the officer who reported the incident""}, ""suspect_info"": {""bsonType"": ""object"", ""properties"": {""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the suspect""}, ""age"": {""bsonType"": ""int"", ""description"": ""Estimated age of the suspect""}, ""clothing_description"": {""bsonType"": ""string"", ""description"": ""Description of what the suspect was wearing""}, ""vehicle_info"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle involved in the incident""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}, ""description"": ""Details about the vehicle involved""}}, ""description"": ""Information about the suspect, if available""}, ""evidence"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""List of evidence related to the incident""}, ""description"": ""Evidence collected for this incident""}}}}], ""version"": 1}","db.security_incidents.find({ 'suspect_info.clothing_description': { $regex: 'black hoodie', $options: 'i' } })",Find all incidents with clothing description containing 'black hoodie',na
"{""collections"": [{""name"": ""security_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the incident""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident occurred""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that recorded the incident""}, ""location"": {""bsonType"": ""string"", ""description"": ""General location where the incident occurred""}, ""incident_type"": {""bsonType"": ""string"", ""enum"": [""burglary"", ""vandalism"", ""loitering"", ""theft""], ""description"": ""Type of the incident""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""reporting_officer"": {""bsonType"": ""string"", ""description"": ""Name of the officer who reported the incident""}, ""suspect_info"": {""bsonType"": ""object"", ""properties"": {""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the suspect""}, ""age"": {""bsonType"": ""int"", ""description"": ""Estimated age of the suspect""}, ""clothing_description"": {""bsonType"": ""string"", ""description"": ""Description of what the suspect was wearing""}, ""vehicle_info"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle involved in the incident""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}, ""description"": ""Details about the vehicle involved""}}, ""description"": ""Information about the suspect, if available""}, ""evidence"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""List of evidence related to the incident""}, ""description"": ""Evidence collected for this incident""}}}}], ""version"": 1}","db.security_incidents.find({timestamp: {$gt: ISODate('2024-03-01T00:00:00Z')}, 'suspect_info.gender': 'male'})","List all incidents that occurred after March 1, 2024, and involved a male suspect",after 2024-03-01T00:00:00Z
"{""collections"": [{""name"": ""security_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the incident""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident occurred""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that recorded the incident""}, ""location"": {""bsonType"": ""string"", ""description"": ""General location where the incident occurred""}, ""incident_type"": {""bsonType"": ""string"", ""enum"": [""burglary"", ""vandalism"", ""loitering"", ""theft""], ""description"": ""Type of the incident""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""reporting_officer"": {""bsonType"": ""string"", ""description"": ""Name of the officer who reported the incident""}, ""suspect_info"": {""bsonType"": ""object"", ""properties"": {""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the suspect""}, ""age"": {""bsonType"": ""int"", ""description"": ""Estimated age of the suspect""}, ""clothing_description"": {""bsonType"": ""string"", ""description"": ""Description of what the suspect was wearing""}, ""vehicle_info"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle involved in the incident""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}, ""description"": ""Details about the vehicle involved""}}, ""description"": ""Information about the suspect, if available""}, ""evidence"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""List of evidence related to the incident""}, ""description"": ""Evidence collected for this incident""}}}}], ""version"": 1}",db.security_incidents.find({camera_id: '7'}),Find all incidents reported by camera 7,na
"{""collections"": [{""name"": ""security_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the incident""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident occurred""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that recorded the incident""}, ""location"": {""bsonType"": ""string"", ""description"": ""General location where the incident occurred""}, ""incident_type"": {""bsonType"": ""string"", ""enum"": [""burglary"", ""vandalism"", ""loitering"", ""theft""], ""description"": ""Type of the incident""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""reporting_officer"": {""bsonType"": ""string"", ""description"": ""Name of the officer who reported the incident""}, ""suspect_info"": {""bsonType"": ""object"", ""properties"": {""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the suspect""}, ""age"": {""bsonType"": ""int"", ""description"": ""Estimated age of the suspect""}, ""clothing_description"": {""bsonType"": ""string"", ""description"": ""Description of what the suspect was wearing""}, ""vehicle_info"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle involved in the incident""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}}, ""description"": ""Details about the vehicle involved""}}, ""description"": ""Information about the suspect, if available""}, ""evidence"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""List of evidence related to the incident""}, ""description"": ""Evidence collected for this incident""}}}}], ""version"": 1}","db.security_incidents.find({incident_type: 'theft', timestamp: {$gte: ISODate('2024-02-10T00:00:00Z'), $lt: ISODate('2024-03-10T23:59:59Z')}}).sort({timestamp: -1}).limit(10)",Get the latest 10 theft incidents from the last month,between 2024-02-10T00:00:00Z and 2024-03-10T23:59:59Z
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera capturing the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Year the vehicle was manufactured""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}}, ""description"": ""Details about the vehicle involved in the event""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle at the time of the event (in km/h)""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., North, South)""}, ""occupants"": {""bsonType"": ""int"", ""description"": ""Number of occupants in the vehicle""}}, ""description"": ""Additional attributes related to the vehicle event""}, ""incident_type"": {""bsonType"": ""string"", ""description"": ""Type of incident recorded (e.g., collision, speed violation)""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident on a scale of 1 to 5""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""vehicle.make"": ""Toyota""})",Find all events where the vehicle make is 'Toyota',na
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera capturing the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Year the vehicle was manufactured""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}}, ""description"": ""Details about the vehicle involved in the event""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle at the time of the event (in km/h)""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., North, South)""}, ""occupants"": {""bsonType"": ""int"", ""description"": ""Number of occupants in the vehicle""}}, ""description"": ""Additional attributes related to the vehicle event""}, ""incident_type"": {""bsonType"": ""string"", ""description"": ""Type of incident recorded (e.g., collision, speed violation)""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident on a scale of 1 to 5""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""attributes.speed"": {""$gte"": 50, ""$lte"": 80}, ""timestamp"": {""$gt"": ISODate('2024-01-15T10:00:00Z')}})",Retrieve incidents with a speed between 50 and 80 km/h occurring after '2024-01-15T10:00:00Z',2024-01-16T12:00:00Z
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera capturing the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Year the vehicle was manufactured""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}}, ""description"": ""Details about the vehicle involved in the event""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle at the time of the event (in km/h)""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., North, South)""}, ""occupants"": {""bsonType"": ""int"", ""description"": ""Number of occupants in the vehicle""}}, ""description"": ""Additional attributes related to the vehicle event""}, ""incident_type"": {""bsonType"": ""string"", ""description"": ""Type of incident recorded (e.g., collision, speed violation)""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident on a scale of 1 to 5""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""attributes.speed"": {""$lt"": 40}, ""severity_level"": 1})",Find incidents where the vehicle's speed is below 40 km/h and it has a severity level of 1,na
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera capturing the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Year the vehicle was manufactured""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}}, ""description"": ""Details about the vehicle involved in the event""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle at the time of the event (in km/h)""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., North, South)""}, ""occupants"": {""bsonType"": ""int"", ""description"": ""Number of occupants in the vehicle""}}, ""description"": ""Additional attributes related to the vehicle event""}, ""incident_type"": {""bsonType"": ""string"", ""description"": ""Type of incident recorded (e.g., collision, speed violation)""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident on a scale of 1 to 5""}}}}], ""version"": 1}",db.vehicle_monitoring_events.find({}).sort({'attributes.speed': -1}).limit(5),List the top 5 vehicle incidents with the highest speed recorded,na
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera capturing the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Year the vehicle was manufactured""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}}, ""description"": ""Details about the vehicle involved in the event""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle at the time of the event (in km/h)""}, ""direction"": {""bsonType"": ""string"", ""description"": ""Direction of movement (e.g., North, South)""}, ""occupants"": {""bsonType"": ""int"", ""description"": ""Number of occupants in the vehicle""}}, ""description"": ""Additional attributes related to the vehicle event""}, ""incident_type"": {""bsonType"": ""string"", ""description"": ""Type of incident recorded (e.g., collision, speed violation)""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident on a scale of 1 to 5""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""attributes.direction"": ""West"", ""timestamp"": {""$gte"": ISODate(""2024-03-15T13:00:00Z"")}})",Retrieve events with vehicles that have a direction of 'West' occurring in the last hour,2024-03-15T14:00:00Z
